"em","sector","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"CH4","1A1a_Electricity-autoproducer","ktCH4",1.58812478203719,1.49336920767263,1.52145834533772,1.60222541041809,6.36023315488957,5.51885617800983,5.56584959853836,5.39539179931893,5.77319717847941,5.91025201580387,5.70071001448938,5.16813479298865,5.83596515689098,6.08112292312133,6.07938269943704,6.06801709609462,6.14842261187191,6.18113982555825,6.22995717705461,6.39905208582947,11.7045227782641,12.0830188292962,12.7362235716393,12.0680266395161,13.998729950025,17.0265891883976,18.8075738171904,20.4374614677217,20.7566771153146,17.0753054469844,17.5339990763222,19.0642071148986,19.9938836880237,20.2871121756894,21.9723564735277,22.4047666672134,23.8067097431878,26.1940129891652,29.1151919638442,31.8205451900286,37.2249236355821,39.8077352820906,42.1987530811998,44.2219304186355,44.3547035449569
"CH4","1A1a_Electricity-public","ktCH4",39.0808173948355,41.8509799936399,46.1960065937421,51.0194588300421,48.1255356433629,47.921562705186,52.8311434917318,54.6793109066248,57.0929907680366,58.2604774498435,58.0408302514752,57.306020275956,55.9641148127993,56.4809567394753,58.092380278729,57.8305487139501,60.3093176068501,61.5411821259192,64.2796447743459,65.4655791009175,68.4271267879815,68.4955760593699,70.479935458339,77.536227506693,80.3442580910882,83.8101902511347,89.2739315938376,94.2382446589353,99.5057876794588,104.868668133233,113.273690505593,117.774440914362,128.804347311456,135.096837354327,143.736808536537,149.866018636574,154.848186794698,167.34524114019,171.854474168226,175.32369805456,192.324465268152,202.157319910927,212.595534597993,212.441438829717,211.753240733332
"CH4","1A1a_Heat-production","ktCH4",20.309795675895,18.0498716635796,19.0191953504769,19.9977676087427,21.8159886192718,23.5076794098066,25.0594328150202,26.1789405662769,27.8668523771759,29.5032835365898,31.1015127297688,30.7008686446658,30.0605708436859,29.6191574143977,30.1809899317413,31.1122312104532,32.6408405277388,33.1988345087513,32.9055954486415,32.4029852685858,53.5230694027952,54.5178388753477,54.4813540096266,58.5233972128194,62.0670712512614,64.4610101736507,69.5151559790454,69.9165731364494,67.4875717319898,58.2107509474395,57.7768987049664,61.0661967177767,66.2854305728461,68.79160954054,72.0793454395777,73.2705008363923,74.3831653288672,75.0566958279728,79.8150089914614,82.2135832617776,94.5519449500587,96.3917677530666,99.8849368701334,99.0690967589624,97.8227921720462
"CH4","1A1bc_Other-transformation","ktCH4",84.3483006237286,85.5140646871196,91.2893567387324,98.2972417826109,94.3034226125444,95.1552426577768,96.0859212919027,102.162231292213,105.41447194771,97.6312640109826,92.728404162289,88.5702969813415,91.3700032284853,91.4452821782322,97.0861003309096,105.31126587961,111.977125270017,113.829358561874,128.069149951214,123.650171862353,130.991429081048,127.954909071351,131.392189517819,130.366386793095,135.763372247385,138.966504869698,140.699006452219,139.02162813125,151.549868137822,174.258107004335,174.873615672362,177.347905148939,180.274516741802,179.943902396534,175.796649869671,168.685174406267,173.582810863298,179.11211490971,175.347371405135,169.237515790131,167.31606663571,167.389502980027,170.031977791401,172.174064985439,174.062409765962
"CH4","1A2a_Ind-Comb-Iron-steel","ktCH4",24.3537862906497,25.3210275165532,24.7582860662705,25.5594073613167,25.6048677742047,23.9302595098851,23.1719134741223,21.3736797362729,19.6916758580794,20.5166976545994,32.5040309576978,29.6348475761222,29.5376932358024,29.4887967181643,31.6701536971312,24.7842407599197,26.1610621105501,25.7345306811687,27.4029960659082,27.9454690260124,22.8049201958753,21.3791531837017,21.6792428274766,23.0967137850746,28.6058049450581,31.4850993882804,31.7917471653748,31.0504980003927,30.3354265849028,28.0989557567699,30.0373522864295,29.7047333966626,33.5750650861086,38.7626930307678,43.8420533916883,47.1289022673228,49.1950627963699,49.8373646441454,52.552846357194,55.0212425103877,63.8688831675201,72.8660033696726,76.3834494001782,79.0250535525033,79.4816165270478
"CH4","1A2b_Ind-Comb-Non-ferrous-metals","ktCH4",4.69679428274519,4.97643266648085,4.06966590039628,4.91718421228585,5.02467623627978,4.83972675746026,5.05339332437997,5.34770572559469,4.56504078458111,4.40568082552007,4.70723487378615,4.8070572694906,4.38338857939186,4.26695006379754,4.11337217189934,5.9525190593181,5.84557472703354,5.83127779248649,6.27766678081275,6.20596761610255,6.15228186915191,5.99300818715613,6.05065616313023,6.00119138696834,6.31444853311216,6.50349070487022,6.3672168315335,6.20657348136437,6.82456684215362,7.35485189552279,7.09558564764028,6.47723155871425,6.94008333023082,7.24310649210844,7.97085130211912,6.71280272578946,6.16116379666167,6.21048826979352,6.65140424007559,6.27223288767813,8.22575767646982,8.4416411254407,8.19040855492443,8.76596751008275,8.71154424167826
"CH4","1A2c_Ind-Comb-Chemicals","ktCH4",27.2169363161138,28.1378062467678,25.3315233203851,25.4544666054781,24.3008294477495,23.2395937323365,24.5828894540821,23.6346121569211,20.7694744571208,22.0542352541301,32.994150349602,32.1874415306527,32.7466858474864,31.8926424779702,33.3351645902664,29.0998942683667,30.0457135712368,31.4510856993176,32.0809582721219,31.6984191361885,30.6178913749494,31.3008770606858,29.7836018898592,30.9763512714772,37.7568687361993,44.7478249742826,44.4677162042068,42.3205172610676,39.644072329062,37.7039242456592,34.1833489808044,34.2894366933528,34.4672173416581,34.661367087965,35.7874669615746,35.9045508004192,36.240585541187,38.9413627741624,42.1961715875375,39.6533153945427,41.1379732612671,43.7065845093146,44.7852878495291,46.6153241895751,46.1276720151952
"CH4","1A2d_Ind-Comb-Pulp-paper","ktCH4",11.4251354004463,14.380728686987,14.5672449758016,16.1044433437409,15.8939051140326,14.4533889660001,15.445016700704,15.1156984218575,14.6921255317726,15.4051234021695,17.3025282642216,16.4251101452493,18.4659817827862,17.9486616386715,19.0329544994536,20.5312144531713,21.1840174907273,22.0136628172257,23.0277473373531,22.6216744704352,21.9258955515399,22.261722264346,22.3984766675831,25.5247634291831,27.7096746798822,33.1673516919052,30.5127859661576,31.0701629418906,30.7926725881935,48.6690354483171,51.8829373527171,47.9956616156227,50.7016765337835,52.0138077255049,56.1104864986224,57.0245234375401,59.3517633598561,60.9775566788196,60.4622179166333,57.7735037317945,61.935285760033,61.6435879308343,59.6392910227112,64.0939518006933,64.8382176945423
"CH4","1A2e_Ind-Comb-Food-tobacco","ktCH4",24.5131896975446,23.4836785145801,24.1750694358328,24.5601838932058,25.6745190250017,24.3559260771016,25.4893073644576,26.616676016167,26.0251766550622,26.3150295554757,29.7323659738483,30.400795603044,31.3036853416197,31.3745073582712,31.8536178946766,33.0705794798866,32.9081840835038,35.0321002060858,33.9370065126637,34.4781569559211,34.010332415098,32.8931115425639,32.4629275665481,31.0268176480534,31.6852694597605,36.3547761612731,35.9675534038545,35.4296134887358,36.604188277103,37.6766963109271,33.7533275666324,34.6739785836766,37.4895862866863,38.1303718049317,40.3323313294435,41.2303015456717,42.7261784973726,43.9983593413189,44.5796433706087,43.3290848946623,45.2283550833398,45.3146137913935,45.4111628382079,46.4393902048732,46.3558298274987
"CH4","1A2f_Ind-Comb-Non-metalic-minerals","ktCH4",25.7904434725302,26.2107179333564,25.5784666244783,26.6503413614378,27.2403903331535,26.8666100836919,27.2448848115257,28.4337529187687,29.6138455298057,29.4810045823204,41.5495827030851,43.7182701954564,45.9781353879257,46.0091851099408,47.535231301662,54.7058607904577,54.5755182813899,56.2966712117261,57.2597631239988,59.5511640073341,57.6573715644279,58.2892675705268,58.7706697485857,60.6457768807703,74.7020996988941,81.2485118431296,83.7798614192665,81.6178730026247,84.5405265615957,83.8666077165165,88.2258334183286,86.3885706460871,84.2027015020672,93.1186341646455,107.28158167037,110.893067445535,112.331724014024,117.670541972018,131.847241285132,127.133994719524,136.408659687301,139.903794252234,141.687419226925,148.224889632589,150.824527952466
